"","Pair.Name","Ligand","Ligand.Name","Receptor","Receptor.Name","complex_pair","partner_a","partner_b","source","target","source_genesymbol","target_genesymbol","is_directed","is_stimulation","is_inhibition","consensus_direction","consensus_stimulation","consensus_inhibition","sources","references","curation_effort","n_references","n_resources","annotation_strategy","db","dup"
"3329","HLA-G_KLRD1","HLA-G","major histocompatibility complex, class I, G","KLRD1","killer cell lectin like receptor D1",NA,"P17693","Q13241","P17693","Q13241","HLA-G","KLRD1",1,1,0,1,1,0,"CellTalkDB;Cellinker;Fantom5_LRdb;HPMR_Cellinker;HPMR_LRdb;HPMR_talklr;HPRD;HPRD_LRdb;HPRD_talklr;LRdb;Ramilowski2015;Wang;connectomeDB2020;iTALK;talklr","Cellinker:9295021;Cellinker:9405670;HPRD:9405670;LRdb:93;LRdb:9405670;connectomeDB2020:9295021;connectomeDB2020:9405670",7,3,9,"LR","both","KLRD1_HLA-G"
"3330","HLA-G_LILRB2","HLA-G","major histocompatibility complex, class I, G","LILRB2","leukocyte immunoglobulin like receptor B2",NA,"P17693","Q8N423","P17693","Q8N423","HLA-G","LILRB2",1,0,0,0,0,0,"CellChatDB;CellPhoneDB;CellTalkDB;Cellinker;DIP;Fantom5_LRdb;HPRD;HPRD_LRdb;HPRD_talklr;ICELLNET;IntAct;LRdb;Ramilowski2015;STRING_talklr;connectomeDB2020;iTALK;talklr","CellChatDB:28484462;Cellinker:10190906;Cellinker:12853576;Cellinker:15670976;Cellinker:9531263;DIP:17056715;HPRD:10190906;HPRD:12853576;HPRD:15670976;HPRD:9531263;ICELLNET:17056715;IntAct:16455647;IntAct:17056715;IntAct:24899623;LRdb:10190906;LRdb:12853576;LRdb:15670976;LRdb:9531263;connectomeDB2020:10190906;connectomeDB2020:12853576;connectomeDB2020:15670976;connectomeDB2020:9531263",22,8,13,"LR","both","LILRB2_HLA-G"
"3331","HMGB1_AGER","HMGB1","high mobility group box 1","AGER","advanced glycosylation end-product specific receptor",NA,"P09429","Q15109","P09429","Q15109","HMGB1","AGER",1,1,0,1,1,0,"CellTalkDB;Cellinker;HPRD;InnateDB;SIGNOR;Wang","CellTalkDB:32296583;Cellinker:20192808;HPRD:9812979;InnateDB:19727205;SIGNOR:25014009",5,5,6,"LR","both","AGER_HMGB1"
"3332","HMGB1_CD163","HMGB1","high mobility group box 1","CD163","CD163 molecule",NA,"P09429","Q86VB7","P09429","Q86VB7","HMGB1","CD163",1,0,0,0,0,0,"CellTalkDB","CellTalkDB:28464519",1,1,1,"LR","both","CD163_HMGB1"
"3333","HMGB1_CXCR4","HMGB1","high mobility group box 1","CXCR4","C-X-C motif chemokine receptor 4",NA,"P09429","P61073","P09429","P61073","HMGB1","CXCR4",1,0,0,0,0,0,"CellTalkDB;Cellinker","CellTalkDB:22370717;Cellinker:23519706",2,2,2,"LR","both","CXCR4_HMGB1"
"3334","HMGB1_HAVCR2","HMGB1","high mobility group box 1","HAVCR2","hepatitis A virus cellular receptor 2",NA,"P09429","Q8TDQ0","P09429","Q8TDQ0","HMGB1","HAVCR2",1,0,0,0,0,0,"Cellinker;ICELLNET;connectomeDB2020","Cellinker:23519706;ICELLNET:22842346;ICELLNET:27192565;connectomeDB2020:22842346",4,3,3,"LR","both","HAVCR2_HMGB1"
"3335","HMGB1_SDC1","HMGB1","high mobility group box 1","SDC1","syndecan 1",NA,"P09429","P18827","P09429","P18827","HMGB1","SDC1",1,0,0,0,0,0,"CellTalkDB;Fantom5_LRdb;LRdb;Ramilowski2015;connectomeDB2020;iTALK;talklr","LRdb:1369684;Ramilowski2015:1369684;connectomeDB2020:1369684;talklr:1369684",4,1,6,"LR","both","SDC1_HMGB1"
"3336","HMGB1_THBD","HMGB1","high mobility group box 1","THBD","thrombomodulin",NA,"P09429","P07204","P09429","P07204","HMGB1","THBD",1,0,0,0,0,0,"CellTalkDB;Cellinker;Fantom5_LRdb;LRdb;Ramilowski2015;connectomeDB2020;iTALK;talklr","CellTalkDB:15841214;Cellinker:15841214;LRdb:15841214;Ramilowski2015:15841214;connectomeDB2020:15841214;talklr:15841214",6,1,7,"LR","both","THBD_HMGB1"
"3337","HMGB1_TLR2","HMGB1","high mobility group box 1","TLR2","toll like receptor 2",NA,"P09429","O60603","P09429","O60603","HMGB1","TLR2",1,1,0,1,1,0,"CellTalkDB;Cellinker;HPRD","CellTalkDB:20192808;Cellinker:23519706;HPRD:16267105",3,3,3,"LR","both","TLR2_HMGB1"
"3338","HMGB1_TLR4","HMGB1","high mobility group box 1","TLR4","toll like receptor 4",NA,"P09429","O00206","P09429","O00206","HMGB1","TLR4",1,1,0,1,1,0,"CellTalkDB;Cellinker;HPRD;LRdb;Reactome_LRdb;SIGNOR","CellTalkDB:20348922;Cellinker:23519706;HPRD:16267105;SIGNOR:20547845",4,4,5,"LR","both","TLR4_HMGB1"
"3339","HMGB1_TLR9","HMGB1","high mobility group box 1","TLR9","toll like receptor 9",NA,"P09429","Q9NR96","P09429","Q9NR96","HMGB1","TLR9",1,0,1,1,0,1,"CellTalkDB;InnateDB;Wang","CellTalkDB:24267232;InnateDB:17417641",2,2,3,"LR","both","TLR9_HMGB1"
"3340","HP_ASGR1","HP","haptoglobin","ASGR1","asialoglycoprotein receptor 1",NA,"P00738","P07306","P00738","P07306","HP","ASGR1",1,0,0,0,0,0,"CellTalkDB;EMBRACE;Fantom5_LRdb;LRdb;STRING_talklr;iTALK;talklr","CellTalkDB:32196115",1,1,5,"LR","both","ASGR1_HP"
"3341","HP_ASGR2","HP","haptoglobin","ASGR2","asialoglycoprotein receptor 2",NA,"P00738","P07307","P00738","P07307","HP","ASGR2",1,0,0,0,0,0,"CellTalkDB;EMBRACE;Fantom5_LRdb;LRdb;STRING_talklr;iTALK;talklr","CellTalkDB:32196115",1,1,5,"LR","both","ASGR2_HP"
"3342","HP_CD163","HP","haptoglobin","CD163","CD163 molecule",NA,"P00738","Q86VB7","P00738","Q86VB7","HP","CD163",1,0,0,0,0,0,"CellTalkDB;HPRD;connectomeDB2020","CellTalkDB:25389409;HPRD:11854028;connectomeDB2020:27294203",3,3,3,"LR","both","CD163_HP"
"3343","HP_CD22","HP","haptoglobin","CD22","CD22 molecule",NA,"P00738","P20273","P00738","P20273","HP","CD22",1,0,0,0,0,0,"CellTalkDB;HPRD","CellTalkDB:9127741;HPRD:11967116",2,2,2,"LR","both","CD22_HP"
"3344","HP_ITGAM","HP","haptoglobin","ITGAM","integrin subunit alpha M",NA,"P00738","P11215","P00738","P11215","HP","ITGAM",1,0,0,0,0,0,"CellTalkDB;Cellinker;Fantom5_LRdb;HPRD;HPRD_LRdb;HPRD_talklr;LRdb;Ramilowski2015;connectomeDB2020;iTALK;talklr","CellTalkDB:11967116;Cellinker:11967116;HPRD:11967116;LRdb:11967116;connectomeDB2020:8786317",5,2,8,"LR","both","ITGAM_HP"
"3345","HP_ITGB2","HP","haptoglobin","ITGB2","integrin subunit beta 2",NA,"P00738","P05107","P00738","P05107","HP","ITGB2",1,0,0,0,0,0,"CellTalkDB;Cellinker;EMBRACE;Fantom5_LRdb;HPRD;HPRD_LRdb;HPRD_talklr;LRdb;Ramilowski2015;connectomeDB2020;iTALK;talklr","CellTalkDB:11967116;Cellinker:11967116;HPRD:11967116;LRdb:11967116;connectomeDB2020:8786317",5,2,9,"LR","both","ITGB2_HP"
"3346","HP_TLR4","HP","haptoglobin","TLR4","toll like receptor 4",NA,"P00738","O00206","P00738","O00206","HP","TLR4",1,0,0,0,0,0,"CellTalkDB","CellTalkDB:31076532",1,1,1,"LR","both","TLR4_HP"
"3347","HPX_LRP1","HPX","hemopexin","LRP1","LDL receptor related protein 1",NA,"P02790","Q07954","P02790","Q07954","HPX","LRP1",1,0,0,0,0,0,"CellTalkDB;LRdb;Reactome_LRdb","CellTalkDB:31078524",1,1,2,"LR","both","LRP1_HPX"
"3348","HRAS_AGTR1","HRAS","HRas proto-oncogene, GTPase","AGTR1","angiotensin II receptor type 1",NA,"P01112","P30556","P01112","P30556","HRAS","AGTR1",1,0,0,0,0,0,"CellTalkDB;Fantom5_LRdb;HPRD;HPRD_LRdb;HPRD_talklr;LRdb;Ramilowski2015;connectomeDB2020;iTALK;talklr","HPRD:8753867;LRdb:8753867;connectomeDB2020:8753867",3,1,7,"LR","both","AGTR1_HRAS"
"3349","HRAS_CAV1","HRAS","HRas proto-oncogene, GTPase","CAV1","caveolin 1",NA,"P01112","Q03135","P01112","Q03135","HRAS","CAV1",1,0,0,0,0,0,"Adhesome;CellTalkDB;EMBRACE;Fantom5_LRdb;HPRD;HPRD_LRdb;HPRD_talklr;LRdb;Ramilowski2015;STRING_talklr;connectomeDB2020;iTALK;talklr","Adhesome:8621645;CellTalkDB:8621645;HPRD:8621645;LRdb:8621645;connectomeDB2020:8621645",5,1,9,"LR","both","CAV1_HRAS"
"3350","HRAS_GRIN2D","HRAS","HRas proto-oncogene, GTPase","GRIN2D","glutamate ionotropic receptor NMDA type subunit 2D",NA,"P01112","O15399","P01112","O15399","HRAS","GRIN2D",1,0,0,0,0,0,"CellTalkDB;EMBRACE;Fantom5_LRdb;HPRD;HPRD_LRdb;HPRD_talklr;LRdb;Ramilowski2015;iTALK;talklr","HPRD:10862698;LRdb:10862698",2,1,7,"LR","LR","GRIN2D_HRAS"
"3351","HRAS_INSR","HRAS","HRas proto-oncogene, GTPase","INSR","insulin receptor",NA,"P01112","P06213","P01112","P06213","HRAS","INSR",1,0,0,0,0,0,"Adhesome;CellTalkDB;EMBRACE;Fantom5_LRdb;HPRD;HPRD_LRdb;HPRD_talklr;LRdb;Ramilowski2015;Wang;connectomeDB2020;iTALK;talklr","Adhesome:3109943;CellTalkDB:3109943;HPRD:3109943;LRdb:3109943;connectomeDB2020:3109943",5,1,10,"LR","both","INSR_HRAS"
"3352","HRAS_SDC2","HRAS","HRas proto-oncogene, GTPase","SDC2","syndecan 2",NA,"P01112","P34741","P01112","P34741","HRAS","SDC2",1,1,0,1,1,0,"CellTalkDB;EMBRACE;Fantom5_LRdb;LRdb;NCI-PID_ProtMapper;ProtMapper;STRING_talklr;Wang;iTALK;talklr","CellTalkDB:32196115;ProtMapper:15752734;ProtMapper:16997272",3,3,7,"LR","both","SDC2_HRAS"
"3353","HRAS_TLR2","HRAS","HRas proto-oncogene, GTPase","TLR2","toll like receptor 2",NA,"P01112","O60603","P01112","O60603","HRAS","TLR2",1,0,0,0,0,0,"CellTalkDB;EMBRACE;Fantom5_LRdb;HPRD;HPRD_LRdb;HPRD_talklr;InnateDB;LRdb;Ramilowski2015;iTALK;talklr","HPRD:15496409;InnateDB:15007072;LRdb:15496409",3,2,8,"LR","LR","TLR2_HRAS"
"3354","HRG_ERBB2","HRG","histidine rich glycoprotein","ERBB2","erb-b2 receptor tyrosine kinase 2",NA,"P04196","P04626","P04196","P04626","HRG","ERBB2",1,0,0,0,0,0,"CellTalkDB","CellTalkDB:10559227",1,1,1,"LR","both","ERBB2_HRG"
"3355","HRG_ERBB3","HRG","histidine rich glycoprotein","ERBB3","erb-b2 receptor tyrosine kinase 3",NA,"P04196","P21860","P04196","P21860","HRG","ERBB3",1,1,0,1,1,0,"CellTalkDB;ProtMapper;REACH_ProtMapper","CellTalkDB:10995872;ProtMapper:24036211;ProtMapper:26148232",3,3,2,"LR","both","ERBB3_HRG"
"3356","HRG_FCGR1A","HRG","histidine rich glycoprotein","FCGR1A","Fc gamma receptor Ia",NA,"P04196","P12314","P04196","P12314","HRG","FCGR1A",1,0,0,0,0,0,"Baccin2019;CellTalkDB;Fantom5_LRdb;HPRD;HPRD_LRdb;HPRD_talklr;LRdb;Ramilowski2015;Ramilowski2015_Baccin2019;connectomeDB2020;iTALK;talklr","Baccin2019:10421785;CellTalkDB:10421785;HPRD:10421785;LRdb:10421785;connectomeDB2020:10421785",5,1,8,"LR","both","FCGR1A_HRG"
"3357","HSP90AA1_CFTR","HSP90AA1","heat shock protein 90 alpha family class A member 1","CFTR","CF transmembrane conductance regulator",NA,"P07900","P13569","P07900","P13569","HSP90AA1","CFTR",1,0,0,0,0,0,"Baccin2019;CellTalkDB;Cellinker;EMBRACE;Fantom5_LRdb;LRdb;Ramilowski2015;Ramilowski2015_Baccin2019;connectomeDB2020;iTALK;talklr","CellTalkDB:9843494;Cellinker:9843494;LRdb:9843494;Ramilowski2015:9843494;connectomeDB2020:9843494;talklr:9843494",6,1,9,"LR","both","CFTR_HSP90AA1"
"3358","HSP90AA1_EGFR","HSP90AA1","heat shock protein 90 alpha family class A member 1","EGFR","epidermal growth factor receptor",NA,"P07900","P00533","P07900","P00533","HSP90AA1","EGFR",1,0,0,0,0,0,"BioGRID;CellTalkDB;EMBRACE;Fantom5_LRdb;IntAct;LRdb;Lit-BM-17;Ramilowski2015;connectomeDB2020;iTALK;talklr","BioGRID:16024644;CellTalkDB:18199556;IntAct:20029029;IntAct:24658140;IntAct:31980649;LRdb:18199556;Lit-BM-17:12006493;Lit-BM-17:12471035;Lit-BM-17:16024644;Lit-BM-17:16849543;Lit-BM-17:20029029;Lit-BM-17:23956138;Lit-BM-17:24189400;Lit-BM-17:24658140;Lit-BM-17:25402006;Ramilowski2015:18199556;connectomeDB2020:18199556;talklr:18199556",18,11,10,"LR","both","EGFR_HSP90AA1"
"3359","HSP90AA1_ERBB2","HSP90AA1","heat shock protein 90 alpha family class A member 1","ERBB2","erb-b2 receptor tyrosine kinase 2",NA,"P07900","P04626","P07900","P04626","HSP90AA1","ERBB2",1,0,0,0,0,0,"BioGRID;CellTalkDB;Cellinker;HPRD;IntAct;LRdb;Lit-BM-17;Reactome_LRdb","BioGRID:11071886;BioGRID:16144943;BioGRID:18655187;CellTalkDB:32196115;Cellinker:15632176;HPRD:11071886;IntAct:20558745;IntAct:23995768;IntAct:24658140;IntAct:25036637;Lit-BM-17:11071886;Lit-BM-17:12006493;Lit-BM-17:16144943;Lit-BM-17:17239458;Lit-BM-17:18655187;Lit-BM-17:20159553;Lit-BM-17:20558745;Lit-BM-17:21503962;Lit-BM-17:22315411;Lit-BM-17:22939624;Lit-BM-17:24189400;Lit-BM-17:24658140;Lit-BM-17:25036637;Lit-BM-17:26804907",24,17,7,"LR","both","ERBB2_HSP90AA1"
"3360","HSP90AA1_FGFR3","HSP90AA1","heat shock protein 90 alpha family class A member 1","FGFR3","fibroblast growth factor receptor 3",NA,"P07900","P22607","P07900","P22607","HSP90AA1","FGFR3",1,0,0,0,0,0,"CellTalkDB;Cellinker;EMBRACE;Fantom5_LRdb;LRdb;Ramilowski2015;connectomeDB2020;iTALK;talklr","CellTalkDB:21487019;Cellinker:21487019;LRdb:21487019;Ramilowski2015:21487019;connectomeDB2020:21487019;talklr:21487019",6,1,8,"LR","both","FGFR3_HSP90AA1"
"3361","HSP90AA1_ITGB3","HSP90AA1","heat shock protein 90 alpha family class A member 1","ITGB3","integrin subunit beta 3",NA,"P07900","P05106","P07900","P05106","HSP90AA1","ITGB3",1,0,0,0,0,0,"CellTalkDB;LRdb;Reactome_LRdb;Wang","CellTalkDB:32196115",1,1,3,"LR","both","ITGB3_HSP90AA1"
"3362","HSP90AA1_LRP1","HSP90AA1","heat shock protein 90 alpha family class A member 1","LRP1","LDL receptor related protein 1",NA,"P07900","Q07954","P07900","Q07954","HSP90AA1","LRP1",1,0,0,0,0,0,"CellTalkDB",NA,0,0,1,"LR","LR","LRP1_HSP90AA1"
"3363","HSP90AB1_ERBB2","HSP90AB1","heat shock protein 90 alpha family class B member 1","ERBB2","erb-b2 receptor tyrosine kinase 2",NA,"P08238","P04626","P08238","P04626","HSP90AB1","ERBB2",1,0,0,0,0,0,"Cellinker;IntAct;Lit-BM-17","Cellinker:15632176;IntAct:20650008;IntAct:22939624;Lit-BM-17:22939624;Lit-BM-17:24189400",5,4,3,"LR","LR","ERBB2_HSP90AB1"
"3364","HSP90B1_ASGR1","HSP90B1","heat shock protein 90 beta family member 1","ASGR1","asialoglycoprotein receptor 1",NA,"P14625","P07306","P14625","P07306","HSP90B1","ASGR1",1,0,0,0,0,0,"CellTalkDB;Fantom5_LRdb;HPRD;HPRD_LRdb;LRdb;iTALK","CellTalkDB:32196115;HPRD:12167617",2,2,4,"LR","both","ASGR1_HSP90B1"
"3365","HSP90B1_ERBB2","HSP90B1","heat shock protein 90 beta family member 1","ERBB2","erb-b2 receptor tyrosine kinase 2",NA,"P14625","P04626","P14625","P04626","HSP90B1","ERBB2",1,0,0,0,0,0,"BioGRID;CellTalkDB;Fantom5_LRdb;HPRD;HPRD_LRdb;LRdb;iTALK","BioGRID:8617772;CellTalkDB:32196115;HPRD:8617772",3,2,5,"LR","both","ERBB2_HSP90B1"
"3366","HSP90B1_LRP1","HSP90B1","heat shock protein 90 beta family member 1","LRP1","LDL receptor related protein 1",NA,"P14625","Q07954","P14625","Q07954","HSP90B1","LRP1",1,1,0,1,1,0,"CellTalkDB;Fantom5_LRdb;HPMR_LRdb;HPRD;HPRD_LRdb;LRdb;Wang;iTALK","CellTalkDB:11290339;HPRD:11861214",2,2,5,"LR","both","LRP1_HSP90B1"
"3367","HSP90B1_TLR1","HSP90B1","heat shock protein 90 beta family member 1","TLR1","toll like receptor 1",NA,"P14625","Q15399","P14625","Q15399","HSP90B1","TLR1",1,0,0,0,0,0,"CellTalkDB;Fantom5_LRdb;HPRD;HPRD_LRdb;InnateDB;LRdb;iTALK","CellTalkDB:32196115;HPRD:11584270;InnateDB:11584270",3,2,5,"LR","both","TLR1_HSP90B1"
"3368","HSP90B1_TLR2","HSP90B1","heat shock protein 90 beta family member 1","TLR2","toll like receptor 2",NA,"P14625","O60603","P14625","O60603","HSP90B1","TLR2",1,0,0,0,0,0,"CellTalkDB;Fantom5_LRdb;HPRD;HPRD_LRdb;InnateDB;LRdb;iTALK","CellTalkDB:11912201;HPRD:11912201;InnateDB:11584270",3,2,5,"LR","both","TLR2_HSP90B1"
"3369","HSP90B1_TLR4","HSP90B1","heat shock protein 90 beta family member 1","TLR4","toll like receptor 4",NA,"P14625","O00206","P14625","O00206","HSP90B1","TLR4",1,0,0,0,0,0,"CellTalkDB;Fantom5_LRdb;HPRD;HPRD_LRdb;InnateDB;LRdb;iTALK","CellTalkDB:11912201;HPRD:11912201;InnateDB:11584270",3,2,5,"LR","both","TLR4_HSP90B1"
"3370","HSP90B1_TLR7","HSP90B1","heat shock protein 90 beta family member 1","TLR7","toll like receptor 7",NA,"P14625","Q9NYK1","P14625","Q9NYK1","HSP90B1","TLR7",1,0,0,0,0,0,"CellTalkDB;Fantom5_LRdb;LRdb;Reactome_LRdb;iTALK","CellTalkDB:32196115",1,1,3,"LR","both","TLR7_HSP90B1"
"3371","HSP90B1_TLR9","HSP90B1","heat shock protein 90 beta family member 1","TLR9","toll like receptor 9",NA,"P14625","Q9NR96","P14625","Q9NR96","HSP90B1","TLR9",1,0,0,0,0,0,"CellTalkDB;Fantom5_LRdb;LRdb;iTALK","CellTalkDB:17275357",1,1,3,"LR","both","TLR9_HSP90B1"
"3372","HSPA1A_GRIN2D","HSPA1A","heat shock protein family A (Hsp70) member 1A","GRIN2D","glutamate ionotropic receptor NMDA type subunit 2D",NA,"P0DMV8","O15399","P0DMV8","O15399","HSPA1A","GRIN2D",1,0,0,0,0,0,"CellTalkDB;Fantom5_LRdb;HPRD;HPRD_LRdb;LRdb;iTALK","CellTalkDB:32196115;HPRD:10862698",2,2,4,"LR","both","GRIN2D_HSPA1A"
"3373","HSPA1A_TLR4","HSPA1A","heat shock protein family A (Hsp70) member 1A","TLR4","toll like receptor 4",NA,"P0DMV8","O00206","P0DMV8","O00206","HSPA1A","TLR4",1,0,0,0,0,0,"CellTalkDB;Fantom5_LRdb;LRdb;iTALK","CellTalkDB:22528050;LRdb:22528050",2,1,3,"LR","both","TLR4_HSPA1A"
"3374","HSPA4_TLR4","HSPA4","heat shock protein family A (Hsp70) member 4","TLR4","toll like receptor 4",NA,"P34932","O00206","P34932","O00206","HSPA4","TLR4",1,0,0,0,0,0,"CellTalkDB","CellTalkDB:27925208",1,1,1,"LR","both","TLR4_HSPA4"
"3375","HSPA8_ADRB2","HSPA8","heat shock protein family A (Hsp70) member 8","ADRB2","adrenoceptor beta 2",NA,"P11142","P07550","P11142","P07550","HSPA8","ADRB2",1,0,0,0,0,0,"CellTalkDB;InnateDB;LRdb;Reactome_LRdb","CellTalkDB:32196115;InnateDB:23798571",2,2,3,"LR","both","ADRB2_HSPA8"
"3376","HSPA8_LDLR","HSPA8","heat shock protein family A (Hsp70) member 8","LDLR","low density lipoprotein receptor",NA,"P11142","P01130","P11142","P01130","HSPA8","LDLR",1,0,0,0,0,0,"CellTalkDB;LRdb;Reactome_LRdb","CellTalkDB:32196115",1,1,2,"LR","both","LDLR_HSPA8"
"3377","HSPA8_LRP2","HSPA8","heat shock protein family A (Hsp70) member 8","LRP2","LDL receptor related protein 2",NA,"P11142","P98164","P11142","P98164","HSPA8","LRP2",1,0,0,0,0,0,"CellTalkDB;LRdb;Reactome_LRdb","CellTalkDB:32196115",1,1,2,"LR","both","LRP2_HSPA8"
"3378","HSPG2_CHRM3","HSPG2","heparan sulfate proteoglycan 2","CHRM3","cholinergic receptor muscarinic 3",NA,"P98160","P20309","P98160","P20309","HSPG2","CHRM3",1,0,0,0,0,0,"EMBRACE;Fantom5_LRdb;LRdb;STRING_talklr;iTALK;talklr",NA,0,0,4,"LR","LR","CHRM3_HSPG2"
"3379","HSPG2_COL13A1","HSPG2","heparan sulfate proteoglycan 2","COL13A1","collagen type XIII alpha 1 chain",NA,"P98160","Q5TAT6","P98160","Q5TAT6","HSPG2","COL13A1",1,0,0,0,0,0,"Baccin2019;CellTalkDB;Cellinker;EMBRACE;Fantom5_LRdb;HPRD;HPRD_LRdb;HPRD_talklr;LRdb;Ramilowski2015;Ramilowski2015_Baccin2019;connectomeDB2020;iTALK;talklr","Baccin2019:11956183;CellTalkDB:11956183;Cellinker:11956183;HPRD:11956183;LRdb:11956183;connectomeDB2020:11956183",6,1,10,"LR","both","COL13A1_HSPG2"
"3380","HSPG2_DAG1","HSPG2","heparan sulfate proteoglycan 2","DAG1","dystroglycan 1",NA,"P98160","Q14118","P98160","Q14118","HSPG2","DAG1",1,1,0,1,1,0,"CellChatDB;Wang",NA,0,0,2,"LR","LR","DAG1_HSPG2"
"3381","HSPG2_FGFR1","HSPG2","heparan sulfate proteoglycan 2","FGFR1","fibroblast growth factor receptor 1",NA,"P98160","P11362","P98160","P11362","HSPG2","FGFR1",1,0,0,0,0,0,"CellTalkDB;Cellinker;MatrixDB","CellTalkDB:19591432;Cellinker:15096041;MatrixDB:24509440",3,3,3,"LR","both","FGFR1_HSPG2"
"3382","HSPG2_ITGA2","HSPG2","heparan sulfate proteoglycan 2","ITGA2","integrin subunit alpha 2",NA,"P98160","P17301","P98160","P17301","HSPG2","ITGA2",1,1,0,1,1,0,"CellTalkDB;Cellinker;EMBRACE;Fantom5_LRdb;HPRD;HPRD_LRdb;HPRD_talklr;LRdb;Ramilowski2015;connectomeDB2020;iTALK;talklr","CellTalkDB:15240572;Cellinker:15240572;HPRD:15240572;LRdb:15240572;connectomeDB2020:15240572",5,1,9,"LR","both","ITGA2_HSPG2"
"3383","HSPG2_ITGB1","HSPG2","heparan sulfate proteoglycan 2","ITGB1","integrin subunit beta 1",NA,"P98160","P05556","P98160","P05556","HSPG2","ITGB1",1,0,0,0,0,0,"CellTalkDB;Cellinker;EMBRACE;Fantom5_LRdb;HPRD;HPRD_LRdb;HPRD_talklr;LRdb;Ramilowski2015;Reactome_LRdb;connectomeDB2020;iTALK;talklr","Cellinker:9431988;HPRD:9431988;LRdb:9431988;connectomeDB2020:9431988",4,1,9,"LR","both","ITGB1_HSPG2"
"3384","HSPG2_LRP1","HSPG2","heparan sulfate proteoglycan 2","LRP1","LDL receptor related protein 1",NA,"P98160","Q07954","P98160","Q07954","HSPG2","LRP1",1,0,0,0,0,0,"CellTalkDB;LRdb;Reactome_LRdb","CellTalkDB:7526899",1,1,2,"LR","both","LRP1_HSPG2"
"3385","HSPG2_LRP2","HSPG2","heparan sulfate proteoglycan 2","LRP2","LDL receptor related protein 2",NA,"P98160","P98164","P98160","P98164","HSPG2","LRP2",1,0,0,0,0,0,"CellTalkDB;LRdb;Reactome_LRdb","CellTalkDB:32196115",1,1,2,"LR","both","LRP2_HSPG2"
"3386","HSPG2_PTPRS","HSPG2","heparan sulfate proteoglycan 2","PTPRS","protein tyrosine phosphatase receptor type S",NA,"P98160","Q13332","P98160","Q13332","HSPG2","PTPRS",1,1,0,1,1,0,"Baccin2019;CellTalkDB;Cellinker;EMBRACE;Fantom5_LRdb;HPMR;HPMR_Cellinker;HPMR_LRdb;HPMR_talklr;LRdb;Ramilowski2015;Ramilowski2015_Baccin2019;SIGNOR;Wang;connectomeDB2020;iTALK;talklr","Baccin2019:11865065;CellTalkDB:11865065;Cellinker:11865065;HPMR:11865065;LRdb:11865065;SIGNOR:11865065;connectomeDB2020:11865065",7,1,12,"LR","both","PTPRS_HSPG2"
"3387","HSPG2_SDC1","HSPG2","heparan sulfate proteoglycan 2","SDC1","syndecan 1",NA,"P98160","P18827","P98160","P18827","HSPG2","SDC1",1,0,0,0,0,0,"Baccin2019;CellTalkDB;EMBRACE;Fantom5_LRdb;LRdb;STRING_talklr;iTALK;talklr","Baccin2019:939660;CellTalkDB:32196115",2,2,6,"LR","both","SDC1_HSPG2"
"3388","HTR1B_HTR1A","HTR1B","5-hydroxytryptamine receptor 1B","HTR1A","5-hydroxytryptamine receptor 1A",NA,"P28222","P08908","P28222","P08908","HTR1B","HTR1A",1,0,0,0,0,0,"Cellinker;HPRD","Cellinker:11854302;HPRD:11854302",2,1,2,"LR","LR","HTR1A_HTR1B"
"3389","HTR1D_HTR1A","HTR1D","5-hydroxytryptamine receptor 1D","HTR1A","5-hydroxytryptamine receptor 1A",NA,"P28221","P08908","P28221","P08908","HTR1D","HTR1A",1,0,0,0,0,0,"Cellinker;HPRD","Cellinker:11854302;HPRD:11854302",2,1,2,"LR","LR","HTR1A_HTR1D"
"3390","HTR4_GPR37","HTR4","5-hydroxytryptamine receptor 4","GPR37","G protein-coupled receptor 37",NA,"Q13639","O15354","Q13639","O15354","HTR4","GPR37",1,0,0,0,0,0,"Cellinker","Cellinker:28298427",1,1,1,"LR","LR","GPR37_HTR4"
"3391","HTR6_ATXN10","HTR6","5-hydroxytryptamine receptor 6","ATXN10","ataxin 10",NA,"P50406","Q9UBB4","P50406","Q9UBB4","HTR6","ATXN10",1,0,0,0,0,0,"Cellinker","Cellinker:23027611",1,1,1,"LR","LR","ATXN10_HTR6"
"3392","IAPP_ADCYAP1R1","IAPP","islet amyloid polypeptide","ADCYAP1R1","ADCYAP receptor type I",NA,"P10997","P41586","P10997","P41586","IAPP","ADCYAP1R1",1,0,0,0,0,0,"CellTalkDB;LRdb;Reactome_LRdb","CellTalkDB:32196115",1,1,2,"LR","both","ADCYAP1R1_IAPP"
"3393","IAPP_ADRB2","IAPP","islet amyloid polypeptide","ADRB2","adrenoceptor beta 2",NA,"P10997","P07550","P10997","P07550","IAPP","ADRB2",1,0,0,0,0,0,"CellTalkDB;LRdb;Reactome_LRdb","CellTalkDB:32196115",1,1,2,"LR","both","ADRB2_IAPP"
"3394","IAPP_ADRB3","IAPP","islet amyloid polypeptide","ADRB3","adrenoceptor beta 3",NA,"P10997","P13945","P10997","P13945","IAPP","ADRB3",1,0,0,0,0,0,"CellTalkDB;LRdb;Reactome_LRdb","CellTalkDB:32196115",1,1,2,"LR","both","ADRB3_IAPP"
