gene_symbol	gene_symbol	inDB	isLigand	isReceptor	sum_pseudobulkCellType_expr	sum_pseudobulkCellType_expr_threshold	sum_pseudobulkCellType_expr_filter	highly_variable	means	dispersions	dispersions_norm
MRPL17	MRPL17	False	False	False	108.404911083256	3	True	True	0.14424146830435025	-1.446765076174827	1.3858875
MRPL18	MRPL18	False	False	False	322.680668651075	3	True	False	0.30092252538154207	-1.9401215002830812	-1.2089561
MRPL19	MRPL19	False	False	False	82.3125383591139	3	True	True	0.09150834333075754	-1.946690969594306	1.0003699
MRPL2	MRPL2	False	False	False	87.801133041319	3	True	True	0.11092917180324495	-2.1891929728571746	0.81336457
MRPL20	MRPL20	False	False	False	372.480881565727	3	True	False	0.422473373600468	-0.9110212030167497	-0.24012959
MRPL21	MRPL21	False	False	False	188.560588084844	3	True	True	0.20102770332260725	-1.4507444805450636	1.3828188
MRPL22	MRPL22	False	False	False	181.53898626749	3	True	True	0.19644622623721797	-1.5662164477369254	1.2937726
MRPL23	MRPL23	False	False	False	468.399362014871	3	True	False	0.5156281456806718	-0.4934339755209971	0.1529998
MRPL24	MRPL24	False	False	False	154.960322753221	3	True	True	0.1877960325361995	-1.4306984319354286	1.3982773
MRPL27	MRPL27	False	False	False	289.745724292358	3	True	False	0.31550324928470125	-0.8791464440855414	-0.2101217
MRPL28	MRPL28	False	False	False	125.360111529673	3	True	True	0.14129966585892662	-2.2072837432502905	0.79941386
MRPL3	MRPL3	False	False	False	152.837126961937	3	True	True	0.21490728300116813	-1.2772545198551335	1.5166055
MRPL32	MRPL32	False	False	False	191.81533265265	3	True	True	0.18228900327078734	-1.6302683941127405	1.244379
MRPL33	MRPL33	False	False	False	260.015782978157	3	True	False	0.3104009954670849	-2.118423522293122	-1.3768151
MRPL34	MRPL34	False	False	False	261.25890042105	3	True	True	0.2422507613632776	-1.551143984411737	1.3053957
MRPL35	MRPL35	False	False	False	61.4156927658604	3	True	True	0.09132870199633025	-2.0256194626598933	0.9395042
MRPL36	MRPL36	False	False	False	149.41720766596	3	True	True	0.19284865182738098	-2.03954624607265	0.9287646
MRPL37	MRPL37	False	False	False	117.153620008	3	True	True	0.13970115829561403	-1.2511794931089477	1.5367132
MRPL38	MRPL38	False	False	False	6.77883366861072	3	True	False	0.005451004354301961	-3.9173609973413006	-0.5193114
MRPL39	MRPL39	False	False	False	45.7639712727123	3	True	False	0.051658970950069494	-2.6924829821527503	0.4252527
MRPL4	MRPL4	False	False	False	147.171125109273	3	True	True	0.1757187448729123	-1.5726768743591637	1.2887907
MRPL40	MRPL40	False	False	False	159.046594649381	3	True	True	0.19037759529380138	-2.3852199092053867	0.6621985
MRPL41	MRPL41	False	False	False	476.100383347235	3	True	False	0.4818156293771111	-0.29801205039469286	0.336976
MRPL42	MRPL42	False	False	False	91.9483143711025	3	True	True	0.13156943728817683	-2.1169524484164177	0.8690728
MRPL43	MRPL43	False	False	False	159.98287002722	3	True	True	0.18137680947934148	-2.354393054200645	0.6859706
MRPL44	MRPL44	False	False	False	60.3572085549752	3	True	False	0.07098581947119255	-2.8236341739343183	0.3241155
MRPL45	MRPL45	False	False	False	62.8263531653031	3	True	False	0.07224257896643713	-2.877157364512754	0.28284115
MRPL46	MRPL46	False	False	False	66.3733198943115	3	True	True	0.06388938753281641	-2.218193902042815	0.79100055
MRPL47	MRPL47	False	False	False	140.384415276956	3	True	True	0.16522825486613604	-2.0461336167767428	0.9236847
MRPL48	MRPL48	False	False	False	102.666838845447	3	True	True	0.1005483301112812	-2.2734745670173107	0.7483709
MRPL49	MRPL49	False	False	False	50.2736104092447	3	True	False	0.061668477057926316	-3.5271388312619543	-0.21839178
MRPL50	MRPL50	False	False	False	87.5873633586257	3	True	True	0.12451334687286529	-2.5139459288596053	0.5629315
MRPL51	MRPL51	False	False	False	464.926185432374	3	True	False	0.5061574371532591	-0.710893838019205	-0.05172356
MRPL52	MRPL52	False	False	False	308.919598608338	3	True	False	0.4216950133768052	-0.8011992565275453	-0.13673985
MRPL53	MRPL53	False	False	False	28.5780651787285	3	True	False	0.021880595103451812	-4.3004755235197445	-0.81475
MRPL54	MRPL54	False	False	False	277.034185505394	3	True	False	0.3152312853767246	-1.242430910937251	-0.5521288
MRPL55	MRPL55	False	False	False	219.940592054233	3	True	True	0.2531121026754164	-1.711443992327598	1.1817805
MRPL9	MRPL9	False	False	False	108.819613228272	3	True	True	0.10900363371603936	-2.5049741069882385	0.5698501
MRPS10	MRPS10	False	False	False	78.9613418190648	3	True	False	0.09322061221204508	-3.10521534511784	0.10697433
MRPS11	MRPS11	False	False	False	134.20548220954	3	True	True	0.15390430102187014	-2.3124753557559146	0.7182954
MRPS12	MRPS12	False	False	False	197.003566165243	3	True	True	0.21178402525154583	-0.9729018292201141	1.7513069
MRPS14	MRPS14	False	False	False	138.97448501863	3	True	True	0.14799125891486403	-2.5015453710696605	0.57249415
MRPS15	MRPS15	False	False	False	190.046160912078	3	True	True	0.2381767921980921	-1.3010792858437326	1.4982331
MRPS16	MRPS16	False	False	False	203.949028378755	3	True	True	0.254088770998838	-1.2083925573983154	1.5697083
MRPS17	MRPS17	False	False	False	34.3783934783945	3	True	False	0.041463600593882634	-2.905970872293747	0.2606216
MRPS18A	MRPS18A	False	False	False	110.609623915083	3	True	True	0.1413315970608106	-2.0346899334845534	0.93250954
MRPS18B	MRPS18B	False	False	False	149.428248295435	3	True	True	0.15764545143788578	-2.321832450183109	0.7110797
MRPS18C	MRPS18C	False	False	False	175.934406228554	3	True	True	0.20211833951728264	-2.0530114047599177	0.9183809
MRPS2	MRPS2	False	False	False	64.9597705141986	3	True	True	0.12286240198850806	-2.214172403405132	0.7941017
MRPS21	MRPS21	False	False	False	365.202830207571	3	True	False	0.41284116988218245	-1.5633574308341633	-0.85425884
MRPS22	MRPS22	False	False	False	78.5018999451018	3	True	True	0.09365287720294584	-2.3777134165510567	0.6679871
MRPS23	MRPS23	False	False	False	102.670674483324	3	True	True	0.10602933511033354	-1.9614064790233718	0.989022
MRPS24	MRPS24	False	False	False	7.10943344868772	3	True	False	0.001136485406920243	-2.203983303998326	0.80195904
MRPS25	MRPS25	False	False	False	144.679534058232	3	True	True	0.16720880472989968	-1.1276082927169864	1.6320051
MRPS26	MRPS26	False	False	False	147.199615860488	3	True	True	0.1738126815383794	-1.2147097283437365	1.5648369
MRPS27	MRPS27	False	False	False	37.5299584666552	3	True	False	0.05187780348171357	-2.8461625709841156	0.30674276
MRPS28	MRPS28	False	False	False	113.020134384692	3	True	True	0.10621546923870408	-1.863060381867461	1.0648615
MRPS30	MRPS30	False	False	False	65.5712829376422	3	True	False	0.054674406974668244	-2.9985919135589483	0.18919694
MRPS31	MRPS31	False	False	False	81.23276153541	3	True	False	0.10338472687110861	-3.126539486363798	0.09053023
MRPS33	MRPS33	False	False	False	209.95854280086	3	True	True	0.2645299894017943	-1.1529759193183864	1.6124429
MRPS34	MRPS34	False	False	False	292.981883308651	3	True	False	0.35785655877409345	-0.8857171099347094	-0.21630754
MRPS35	MRPS35	False	False	False	108.486210320725	3	True	True	0.14055006615640114	-1.1534271769645001	1.6120949
MRPS36	MRPS36	False	False	False	197.850005927	3	True	True	0.25325281459167764	-1.915641043571787	1.024314
MRPS5	MRPS5	False	False	False	117.897803161912	3	True	True	0.13918236845284304	-2.119960978933135	0.8667528
MRPS6	MRPS6	False	False	False	197.511655450448	3	True	False	0.2111363578576989	-2.7559700909853393	0.37629464
MRPS7	MRPS7	False	False	False	219.997951158164	3	True	True	0.23856697595418372	-1.152752003923072	1.6126156
MRPS9	MRPS9	False	False	False	66.9371157602226	3	True	True	0.07074082943910887	-2.329039151551616	0.70552224
MRRF	MRRF	False	False	False	43.4826368539929	3	True	False	0.044509947512992525	-2.744583431433626	0.38507548
MRS2	MRS2	False	False	False	34.4394175193508	3	True	False	0.031546914016280785	-3.7774987307448518	-0.4114567
MRTO4	MRTO4	False	False	False	49.1960233232975	3	True	True	0.07853553520011856	-2.0424218056126	0.9265471
MRVI1	MRVI1	False	False	False	7.11505147347142	3	True	False	0.00917956783748754	-2.138384827258033	0.85254526
MS4A1	MS4A1	True	True	False	75.8700598010174	3	True	True	0.13738174707909917	0.7187043800590613	3.0557883
MS4A12	MS4A12	False	False	False	240.681868537239	3	True	True	0.28807644546292205	1.458659052139331	3.626404
MS4A2	MS4A2	False	False	False	4.42959610447108	3	True	False	0.0006642143060517264	-1.9976778868871214	0.96105134
MS4A4A	MS4A4A	True	False	True	91.8460848407495	3	True	True	0.020737268782276632	-0.27704318232515035	2.287918
MS4A6A	MS4A6A	False	False	False	463.77806759792	3	True	True	0.1396659517953705	1.3546171746088425	3.5461721
MS4A7	MS4A7	False	False	False	194.355585604998	3	True	True	0.07579085077331964	0.5332033205792431	2.9127393
MS4A8	MS4A8	False	False	False	19.5566181225117	3	True	True	0.03347452502630075	-1.491129810424544	1.3516756
MSANTD2	MSANTD2	False	False	False	6.76942784870141	3	True	False	0.010141878050753738	-4.686669785794234	-1.1125635
MSANTD3	MSANTD3	False	False	False	6.93855263481542	3	True	False	0.011085297556520662	-4.668936584587346	-1.0988886
MSANTD4	MSANTD4	False	False	False	7.97659088817325	3	True	False	0.013485473331009686	-5.481037104131232	-1.7251395
MSC	MSC	False	False	False	15.1549441651505	3	True	False	0.00892060690652313	-3.3053326747196867	-0.047346056
MSH2	MSH2	False	False	False	18.1912441881604	3	True	False	0.02963935902784662	-2.821752284754005	0.32556674
MSH3	MSH3	False	False	False	23.5077842237704	3	True	False	0.028531124875144306	-4.282919623800947	-0.8012118
MSH6	MSH6	False	False	False	17.5538844187883	3	True	False	0.0314493991011604	-2.7239257313934244	0.40100566
MSI2	MSI2	False	False	False	58.339105356566	3	True	False	0.09825167470369484	-2.68756379949801	0.42904612
MSL1	MSL1	False	False	False	39.0829224956493	3	True	False	0.04812948397993828	-2.9907661312199982	0.1952318
MSL2	MSL2	False	False	False	19.7105317899387	3	True	False	0.025933680955201176	-4.993372320977291	-1.3490771
MSL3	MSL3	False	False	False	59.0026295328055	3	True	False	0.051024410376019916	-4.072174634685817	-0.6386959
MSLN	MSLN	False	False	False	4.91456650862987	3	True	False	0.00482324192647489	-0.4566048180046835	2.149449
MSMO1	MSMO1	False	False	False	40.4173424867893	3	True	True	0.09206213784965625	-1.6754706198617997	1.2095213
MSN	MSN	True	False	True	157.472577021331	3	True	True	0.11088947076969907	-1.691605110493155	1.1970792
MSR1	MSR1	False	False	False	13.697106373959	3	True	True	0.01269388102611625	-1.1149631445280417	1.6417564
MSRA	MSRA	False	False	False	73.7133778598063	3	True	False	0.07377651222532236	-3.342696161805402	-0.07615889
MSRB1	MSRB1	False	False	False	65.4038157481313	3	True	False	0.05739324275317915	-3.0747742451458624	0.13044897
MSRB2	MSRB2	False	False	False	141.290421978865	3	True	True	0.16370840017958418	-1.6539800968818443	1.2260938
MSRB3	MSRB3	False	False	False	16.7195559858092	3	True	False	0.011627228305091612	-2.788306364529876	0.35135856
MST1	MST1	True	True	False	8.65579070951691	3	True	False	0.007031737867483836	-3.511849586654584	-0.20660147
MST1R	MST1R	True	False	True	19.4566416016461	3	True	True	0.03881283271226106	-2.147825354899634	0.8452652
MST4	MST4	False	False	False	14.8434867974366	3	True	False	0.018421120205492858	-4.481116031884266	-0.95405084
MSTO1	MSTO1	False	False	False	12.6992993092311	3	True	False	0.023256907296842516	-3.955799717615585	-0.5489534
MSX1	MSX1	False	False	False	6.85290293467052	3	True	False	0.005339990243836602	-4.2428848356398925	-0.77033895
MT-ATP6	MT-ATP6	False	False	False	13461.2009841026	3	True	False	3.4076540091178567	4.980851769697994	1.5275332
MT-ATP8	MT-ATP8	False	False	False	36.4144712448495	3	True	True	0.04114497096052726	-2.04460281360416	0.9248652
MT-CO1	MT-CO1	False	False	False	57665.1461795202	3	True	False	4.775757358056648	6.292862593187095	1.0
MT-CO2	MT-CO2	False	False	False	39029.4519773748	3	True	False	4.413041947369188	6.149992901644228	0.45592177
MT-CO3	MT-CO3	False	False	False	37039.5659205178	3	True	False	4.389724985692037	6.250717584837244	0.6907891
MT-CYB	MT-CYB	False	False	False	19782.4286552645	3	True	False	3.775628550374191	5.186117407964323	1.3848941
MT-ND1	MT-ND1	False	False	False	13609.6251106691	3	True	False	3.303910389188557	4.652372136490492	1.2548407
MT-ND2	MT-ND2	False	False	False	13853.3612819102	3	True	False	3.5909674954210784	4.909162824274906	1.4680195
MT-ND3	MT-ND3	False	False	False	6908.19043551038	3	True	True	2.990193223139036	4.712834474163219	2.7358854
MT-ND4	MT-ND4	False	False	False	24051.3091820465	3	True	False	4.011039666221741	5.563580158870688	-0.70710677
MT-ND4L	MT-ND4L	False	False	False	469.362032035732	3	True	False	0.6455129351970865	0.7424186815614693	0.37634128
MT-ND5	MT-ND5	False	False	False	2783.68908112724	3	True	True	1.9355434991311733	3.131533721151791	1.3333421
MT-ND6	MT-ND6	False	False	False	160.713976167362	3	True	True	0.2246522936580569	-0.36189089950947995	2.2224877
MT-RNR1	MT-RNR1	False	False	False	14864.9100953879	3	True	False	3.2079772033910867	4.516913341306887	0.92468077
MT-RNR2	MT-RNR2	True	True	False	39668.7753234087	3	True	False	4.323194087104826	5.462691396002461	-1.1467109
MT-TE	MT-TE	False	False	False	4.22555359786471	3	True	False	0.0029236956710471285	-4.284300777838918	-0.80227685
MT-TI	MT-TI	False	False	False	12.3720140665214	3	True	False	0.014149368121170269	-3.1222199951722978	0.09386121
MT-TL1	MT-TL1	False	False	False	12.8475361084756	3	True	True	0.017541447932717405	-2.181183310919357	0.8195412
MT-TM	MT-TM	False	False	False	4.54372441029526	3	True	False	0.009228602281718335	-3.668657576028708	-0.3275239
MT-TP	MT-TP	False	False	False	3.6657420386731	3	True	False	0.007989835158136926	-3.6363373479595706	-0.30260015
MT-TS1	MT-TS1	False	False	False	4.22480594744595	3	True	False	0.006779849302134357	-4.7226519355997425	-1.1403111
MT-TT	MT-TT	False	False	False	10.6147624535389	3	True	False	0.009111955706494554	-3.3102075229048253	-0.05110529
MT-TV	MT-TV	False	False	False	12.2466793689714	3	True	True	0.018157771326062958	-2.016107249488742	0.9468396
MT1A	MT1A	False	False	False	17.5372417004068	3	True	False	0.02578812717547614	-2.7071562434721876	0.41393742
MT1E	MT1E	False	False	False	627.411682157012	3	True	True	0.4077568481011191	0.7644942904104173	1.3372519
MT1F	MT1F	False	False	False	170.610622772809	3	True	True	0.10342906493067516	-0.7139091270183413	1.9510291
MT1G	MT1G	False	False	False	941.963108224747	3	True	True	0.37022649108518446	2.344930506822011	2.825123
MT1H	MT1H	False	False	False	127.744449478329	3	True	True	0.06726366148843259	1.6143115670680326	3.7464354
MT1M	MT1M	False	False	False	170.720101569883	3	True	True	0.09323131521640315	0.2807070440801689	2.7180269
MT1X	MT1X	False	False	False	373.031325709572	3	True	True	0.2168179997611519	0.023154962015452626	2.5194156
MT2A	MT2A	False	False	False	1007.41232683689	3	True	True	0.5076238657369179	1.4127554901775878	1.9475449
MT3	MT3	False	False	False	3.45544053709779	3	True	False	0.003751158594038538	-2.7502098718645986	0.38073665
MTA1	MTA1	False	False	False	37.9243762150258	3	True	False	0.04426536470073943	-3.3924243081772167	-0.11450673
MTA2	MTA2	False	False	False	8.01881659612324	3	True	False	0.010551666936239192	-4.089054239163336	-0.6517126
MTA3	MTA3	False	False	False	32.993376651747	3	True	False	0.043027985587686494	-3.4269112657665715	-0.14110133
MTAP	MTAP	False	False	False	31.4222142503916	3	True	False	0.030577041735737713	-3.4182245939716336	-0.1344026
MTCH1	MTCH1	False	False	False	242.060018066941	3	True	True	0.2520181762008609	-1.4449897215944052	1.3872566
MTCH2	MTCH2	False	False	False	195.564770391817	3	True	True	0.21784396813060436	-0.8913850117499811	1.8141686
MTDH	MTDH	False	False	False	462.362771825751	3	True	False	0.5764815138713509	-1.2112668867240302	-0.5227901
MTERF	MTERF	False	False	False	13.5376458576207	3	True	False	0.01915290538603591	-5.132639633662785	-1.456473
MTERFD1	MTERFD1	False	False	False	27.0243535870145	3	True	False	0.024843110515272507	-3.8270674005423406	-0.44968155
MTERFD2	MTERFD2	False	False	False	68.2400580697289	3	True	False	0.09439410773798719	-4.297112327044093	-0.8121565
MTERFD3	MTERFD3	False	False	False	17.5673773778153	3	True	False	0.02225254009425611	-3.6771957988744	-0.33410814
MTF1	MTF1	False	False	False	21.4875861746246	3	True	False	0.024093420566691257	-4.470389750768149	-0.94577926
MTF2	MTF2	False	False	False	67.8658240720989	3	True	False	0.08009696727008726	-3.1985496050052484	0.03499966
MTFMT	MTFMT	False	False	False	24.81363622293	3	True	False	0.024667482086657044	-3.854104804668019	-0.47053143
MTFP1	MTFP1	False	False	False	30.7861993050154	3	True	False	0.03367293527677969	-3.1549340749905954	0.06863376
MTFR1	MTFR1	False	False	False	20.4224911035301	3	True	False	0.030385495515751308	-3.385759163193051	-0.1093669
MTFR1L	MTFR1L	False	False	False	48.6729415412434	3	True	False	0.04678822358739219	-4.009492699974651	-0.59035873
MTFR2	MTFR2	False	False	False	5.61347845757493	3	True	False	0.007749871656390378	-3.101694111234654	0.109689735
MTG1	MTG1	False	False	False	16.8293315116511	3	True	False	0.01276950558718114	-4.23391591844404	-0.7634226
MTG2	MTG2	False	False	False	23.9768785042295	3	True	False	0.023407113762502284	-3.9597990124313482	-0.5520375
MTHFD1	MTHFD1	False	False	False	36.8323132750261	3	True	True	0.050504435723845956	-1.6534662424540798	1.22649
MTHFD1L	MTHFD1L	False	False	False	15.8980081449699	3	True	False	0.027700888906238536	-2.814826289666757	0.33090773
MTHFD2	MTHFD2	False	False	False	148.424921625131	3	True	True	0.19268060469572384	-1.8315416459070195	1.0891672
MTHFD2L	MTHFD2L	False	False	False	40.9131931168698	3	True	False	0.048784248080460196	-2.723883839988608	0.40103796
MTHFR	MTHFR	False	False	False	30.7035309766539	3	True	False	0.030081545430538655	-3.5912304224745952	-0.26781598
MTHFS	MTHFS	False	False	False	68.2520108001635	3	True	True	0.07785868474057746	-2.517115863510339	0.560487
MTHFSD	MTHFSD	False	False	False	8.15015173925244	3	True	False	0.010325520570762062	-4.701364951827108	-1.1238958
MTIF2	MTIF2	False	False	False	36.2181790218603	3	True	False	0.03932400463422266	-3.1776953543601887	0.051081408
MTIF3	MTIF3	False	False	False	188.087359842573	3	True	False	0.21760809829699962	-2.7458214573338564	0.38412076
MTL5	MTL5	False	False	False	7.05501162250647	3	True	False	0.01417518400369159	-3.526675923189313	-0.2180348
MTM1	MTM1	False	False	False	14.8602274500517	3	True	False	0.016710277544380932	-3.8360833769946296	-0.45663422
MTMR1	MTMR1	False	False	False	7.8475532296747	3	True	False	0.008375464548444343	-4.290668888944714	-0.8071876
MTMR10	MTMR10	False	False	False	14.3938860973327	3	True	False	0.013864354433639427	-4.594904868211682	-1.0417991
MTMR11	MTMR11	False	False	False	47.3578773161787	3	True	True	0.056092134516668835	-1.2783931505795119	1.5157274
MTMR12	MTMR12	False	False	False	14.3547914233749	3	True	False	0.018435589482094353	-4.507885084335154	-0.9746938
MTMR14	MTMR14	False	False	False	70.091582062008	3	True	False	0.07564894955728395	-3.0150909319264647	0.17647374
MTMR2	MTMR2	False	False	False	23.2742970914864	3	True	False	0.020539867508155108	-4.06528115292885	-0.63338
MTMR3	MTMR3	False	False	False	16.20079184676	3	True	False	0.0210830534237574	-4.184194818369614	-0.7250802
MTMR4	MTMR4	True	True	False	19.9254531302863	3	True	False	0.03376669705407229	-3.765717071121135	-0.4023713
MTMR6	MTMR6	False	False	False	27.425582148573	3	True	False	0.027712977251173342	-4.2406764035101405	-0.7686359
MTMR9	MTMR9	False	False	False	24.6656411927056	3	True	False	0.028830687847088903	-4.957049266888103	-1.3210665
MTO1	MTO1	False	False	False	26.5769874515777	3	True	False	0.03174020882661662	-4.758311130073467	-1.1678097
MTOR	MTOR	False	False	False	15.5599255013874	3	True	False	0.018999860206094725	-3.9039715265261963	-0.5089861
MTPAP	MTPAP	False	False	False	16.0366001043375	3	True	False	0.027129891043751794	-3.783909132190457	-0.41640007
MTPN	MTPN	False	False	False	109.630487388736	3	True	True	0.11442633934326019	-2.56122960581445	0.5264687
MTR	MTR	False	False	False	15.9768279717277	3	True	False	0.0206615583141454	-4.449457888102742	-0.9296377
MTRF1	MTRF1	False	False	False	9.82340053018609	3	True	False	0.008207554187008062	-3.9684164889248454	-0.55868286
MTRF1L	MTRF1L	False	False	False	41.6003246318557	3	True	False	0.049128090458482224	-3.8703182003169028	-0.48303437
MTRNR2L1	MTRNR2L1	False	False	False	740.457544899946	3	True	False	0.6946942894577652	0.8681088246447956	0.4870723
MTRNR2L10	MTRNR2L10	False	False	False	18.3933243283356	3	True	False	0.009797157422621109	-2.3762360303584336	0.6691264
MTRNR2L11	MTRNR2L11	False	False	False	17.8758915376985	3	True	False	0.0069596910053972665	-1.8618707910080299	1.065779
MTRNR2L12	MTRNR2L12	False	False	False	40.8142031248355	3	True	True	0.02701641902208658	-1.4989461613332686	1.345648
MTRNR2L13	MTRNR2L13	False	False	False	15.0335502101037	3	True	False	0.009878174305764592	-2.13145079504422	0.85789245
MTRNR2L2	MTRNR2L2	False	False	False	9.20759378747857	3	True	False	0.0042915857079483775	-3.0132147631928614	0.17792054
MTRNR2L3	MTRNR2L3	False	False	False	69.8654261539811	3	True	True	0.03915714180177994	-1.302760984068184	1.4969362
MTRNR2L4	MTRNR2L4	False	False	False	9.7401044286679	3	True	False	0.005573029910947111	-3.00071138162944	0.18756253
MTRNR2L6	MTRNR2L6	False	False	False	6.79248209879201	3	True	False	0.01264525256898661	-4.193547804196318	-0.7322928
MTRNR2L7	MTRNR2L7	False	False	False	4.05963049458652	3	True	False	0.0014847829496979304	-3.8114701169703773	-0.43765372
MTRNR2L8	MTRNR2L8	False	False	False	20.7996228382565	3	True	False	0.018493681346295556	-2.7646481131236462	0.3696026
MTRNR2L9	MTRNR2L9	False	False	False	3.51997098685871	3	True	False	0.006316574494692709	-4.574202684115761	-1.0258346
MTRR	MTRR	False	False	False	17.0302556287571	3	True	False	0.02145928449652484	-4.545265372273119	-1.0035195
MTSS1	MTSS1	False	False	False	18.87695960737	3	True	False	0.016675438004492345	-3.43151109711528	-0.14464849
MTSS1L	MTSS1L	False	False	False	3.95047632854471	3	True	False	0.0027607912166820927	-4.313685227932394	-0.8249367
MTUS1	MTUS1	False	False	False	55.4821413960462	3	True	True	0.05676432267370283	-2.0583367403497848	0.9142743
MTX1	MTX1	False	False	False	113.653586106922	3	True	True	0.12731363198216433	-1.9874235175180115	0.968959
MTX2	MTX2	False	False	False	88.8349223916836	3	True	False	0.08774950738259252	-2.6496011043453955	0.45832103
MUC1	MUC1	True	True	True	150.125454751574	3	True	True	0.12633451287915903	-0.07966427502494809	2.4401267
MUC12	MUC12	False	False	False	256.598302790191	3	True	True	0.6377181916922637	1.1722153052756068	0.7549852
MUC13	MUC13	False	False	False	192.675866895732	3	True	True	0.2889788743519854	0.8471833836705808	3.1548648
MUC17	MUC17	False	False	False	6.31764821658919	3	True	False	0.008945429911677098	-2.4151680621496854	0.639104
MUC2	MUC2	True	True	False	891.514530507473	3	True	True	1.0982852206402833	3.501716592855698	1.9406317
MUC20	MUC20	True	False	True	19.1159482465963	3	True	True	0.039894803958502596	-1.6702543905887117	1.2135438
MUC3A	MUC3A	False	False	False	3.07299200667136	3	True	False	0.0019775247272202905	-3.0898364026269647	0.118833795
MUC4	MUC4	False	False	False	92.1391348612507	3	True	True	0.12383433806905818	-0.4961222404093372	2.1189754
MUC5AC	MUC5AC	True	False	True	10.6777208377719	3	True	False	0.009433484722577082	-1.7923200621487716	1.1194129
MUC5B	MUC5B	False	False	False	90.4075255176655	3	True	True	0.14035907628359715	-0.2901175463509243	2.2778356
MUL1	MUL1	False	False	False	24.7955802373493	3	True	False	0.032280176647791085	-4.602470564891714	-1.0476334
MUM1	MUM1	False	False	False	53.5788294699829	3	True	False	0.06356867242835004	-2.862640828360033	0.29403555
MUS81	MUS81	False	False	False	41.0000802871249	3	True	False	0.04782191956482234	-3.3160177538395175	-0.055585846
MUT	MUT	False	False	False	31.252570371255	3	True	False	0.045078857161874784	-3.409601848343573	-0.12775318
MUTYH	MUTYH	False	False	False	22.313757316668	3	True	False	0.030269478786271536	-3.6925105869198087	-0.34591812
MVB12A	MVB12A	False	False	False	107.738745954697	3	True	True	0.124884688896401	-2.3288114417585795	0.70569783
MVB12B	MVB12B	False	False	False	12.0064123820715	3	True	False	0.010605956086395998	-4.074722791544863	-0.6406609
MVD	MVD	False	False	False	52.3459671918135	3	True	True	0.0812681027864845	-1.9451111256704412	1.0015882
MVK	MVK	False	False	False	17.0248338566403	3	True	False	0.02558412555428755	-3.0099234153044043	0.18045866
MVP	MVP	False	False	False	310.581334637551	3	True	True	0.42015466465280904	0.2562934251449432	0.85881615
MX1	MX1	False	False	False	51.4065803807653	3	True	False	0.04647867513303794	-3.1124576308962024	0.101389445
MX2	MX2	False	False	False	28.7942414972277	3	True	False	0.023023891685840518	-3.2946071437066573	-0.039075065
MXD1	MXD1	False	False	False	81.5556064377776	3	True	True	0.10059363156882807	-0.6860467936750569	1.9725151
MXD3	MXD3	False	False	False	15.7168021572987	3	True	True	0.013443446849673536	-1.8176894524475222	1.0998493
MXD4	MXD4	False	False	False	74.1395471410964	3	True	False	0.09062166899236362	-3.3109643660108303	-0.051688932
MXI1	MXI1	False	False	False	45.2702719252321	3	True	True	0.06265584563110475	-1.5635832075139469	1.2958033
MXRA5	MXRA5	True	True	False	22.7460063643425	3	True	True	0.01602167493301269	-1.5984729383347918	1.268898
MXRA7	MXRA7	False	False	False	16.8090871732573	3	True	False	0.016035331956109407	-2.88680118438357	0.2754043
MXRA8	MXRA8	True	True	False	42.5673903869078	3	True	True	0.04062145557398232	-0.8742523693824771	1.8273804
MYADM	MYADM	False	False	False	204.802683261968	3	True	True	0.2711631875225655	-1.9249053741572986	1.0171698
MYB	MYB	False	False	False	25.3021215535773	3	True	True	0.046264077117128544	-1.5641323422740196	1.2953798
MYBBP1A	MYBBP1A	False	False	False	17.8592436023619	3	True	False	0.021176294899862353	-3.232262328785466	0.00900211
MYBL1	MYBL1	False	False	False	4.42015444390456	3	True	False	0.008334719283941553	-3.6714094136000424	-0.32964596
MYBL2	MYBL2	False	False	False	18.8494208860435	3	True	True	0.03800438094100906	-2.075266714056923	0.9012188
MYC	MYC	False	False	False	86.6670088466329	3	True	True	0.12144484316816431	-1.8318841378538269	1.0889031
MYCBP	MYCBP	False	False	False	46.3990867886696	3	True	False	0.05450270171117209	-2.8625122096626883	0.29413474
MYCBP2	MYCBP2	False	False	False	79.3727302874536	3	True	False	0.11911582062633934	-3.512618052773622	-0.20719407
MYCL	MYCL	False	False	False	20.0798048261146	3	True	False	0.01193441006677795	-2.6420540988011525	0.46414092
MYCT1	MYCT1	False	False	False	27.1136762628572	3	True	False	0.00466292307933876	-0.9067762107848145	1.8022996
MYD88	MYD88	False	False	False	47.7137680849807	3	True	False	0.04293077240667964	-3.0417674593361395	0.15590215
MYEF2	MYEF2	False	False	False	7.1037937256495	3	True	False	0.012187436581613288	-4.514148216192782	-0.9795236
MYEOV	MYEOV	False	False	False	9.9193002073185	3	True	False	0.011550836512602799	-3.7351640191464335	-0.3788103
MYEOV2	MYEOV2	False	False	False	444.443989932016	3	True	False	0.5062974145241992	-1.4200157894884136	-0.71931267
MYH10	MYH10	False	False	False	5.31079469891155	3	True	False	0.0050051604564113296	-3.0730166245210384	0.13180436
MYH11	MYH11	False	False	False	13.8287233345082	3	True	True	0.013774352729692269	0.024656877607048704	2.5205739
MYH14	MYH14	False	False	False	98.4177585652447	3	True	True	0.16955764521375888	-0.3068920461374183	2.2649
